,linear.weight,linear.bias
34,"[[-5.66620648e-01 -3.70199159e-02 -4.64400262e-01  6.29346371e-02
   6.24289930e-01 -4.21161652e-01 -2.02150321e+00  3.63528505e-02
   5.35284996e-01 -7.13380203e-02 -1.03965831e+00 -1.93409085e+00
  -3.29406699e-04  1.06325984e-01 -1.43326994e-04 -1.71234965e-01
  -6.12408686e+00 -1.09992142e+01 -3.52263975e+00  1.52524555e+00
   7.82270789e-01  1.15470195e+00]]",[-2.952402]
35,"[[-5.64904273e-01 -4.72286306e-02 -4.89902914e-01  5.64687438e-02
   5.72187722e-01 -4.33382004e-01 -2.00876093e+00  3.51490602e-02
   5.27245104e-01 -6.09049909e-02 -1.06379235e+00 -1.95690084e+00
   5.22617600e-04  1.10952355e-01  7.25924154e-04 -1.70699388e-01
  -6.10784245e+00 -1.10107460e+01 -3.48898697e+00  1.50814390e+00
   7.82959700e-01  1.18761802e+00]]",[-2.9284997]
36,"[[-5.5371517e-01 -2.9017551e-02 -4.8754901e-01  5.2509941e-02
   5.9777296e-01 -4.7128141e-01 -2.0240815e+00  6.1835155e-02
   4.8503539e-01 -6.0853302e-02 -1.0492064e+00 -1.9841919e+00
   1.5976449e-04  1.1832600e-01  1.1487133e-03 -1.7839183e-01
  -6.1386304e+00 -1.1001984e+01 -3.5183918e+00  1.5011276e+00
   7.8564268e-01  1.2100561e+00]]",[-2.9472868]
37,"[[-5.3575659e-01 -4.2205006e-03 -4.6879315e-01  9.5122337e-02
   6.0731429e-01 -4.1584349e-01 -1.9973814e+00  4.8174310e-02
   5.0835800e-01 -3.3830449e-02 -1.0137265e+00 -1.9833817e+00
   1.0915289e-03  9.1548726e-02  3.5743702e-03 -2.0373319e-01
  -6.1650486e+00 -1.1029438e+01 -3.5567455e+00  1.4928126e+00
   7.8995711e-01  1.1800045e+00]]",[-2.9477537]
38,"[[-5.4484755e-01 -5.1776800e-02 -4.6615100e-01  6.3189410e-02
   6.0492492e-01 -4.3746743e-01 -2.0011625e+00  3.8929194e-02
   4.9488989e-01 -3.8793832e-02 -9.9445450e-01 -2.0114670e+00
   4.9845438e-04  9.4872996e-02  1.2052201e-03 -1.9369929e-01
  -6.1744480e+00 -1.1050837e+01 -3.5720496e+00  1.4906749e+00
   8.1505674e-01  1.1714233e+00]]",[-2.914188]
39,"[[-5.95364988e-01 -6.94104731e-02 -4.99520510e-01  3.65957431e-02
   5.92957675e-01 -4.89795327e-01 -2.02936482e+00  1.74060743e-02
   4.65559304e-01 -8.13363716e-02 -1.00661075e+00 -2.07763410e+00
   1.55906403e-03  1.16222754e-01  2.19207769e-03 -1.84827760e-01
  -6.12727833e+00 -1.09768496e+01 -3.53660893e+00  1.50846720e+00
   8.35273087e-01  1.21318805e+00]]",[-2.856297]
40,"[[-5.7530910e-01 -4.6104524e-02 -4.7561577e-01  4.3139800e-02
   6.2037188e-01 -4.8439649e-01 -2.0228179e+00  3.8853906e-02
   4.8906294e-01 -3.6419712e-02 -9.9049270e-01 -2.0765593e+00
   6.1237474e-04  9.8182403e-02 -6.7262852e-04 -1.6434455e-01
  -6.1582751e+00 -1.0985951e+01 -3.5653419e+00  1.5074880e+00
   8.0566174e-01  1.2076811e+00]]",[-2.8555155]
41,"[[-5.6818831e-01 -3.9452970e-02 -5.0033987e-01  7.1276546e-02
   6.1931419e-01 -4.4075257e-01 -2.0113134e+00  5.1691633e-02
   5.1208490e-01 -5.9502430e-02 -1.0277400e+00 -2.0907505e+00
   9.0642989e-04  8.6756349e-02  7.0879224e-04 -1.5243059e-01
  -6.1860132e+00 -1.1001561e+01 -3.5698562e+00  1.5054482e+00
   8.1204653e-01  1.2157197e+00]]",[-2.863257]
42,"[[-5.7835382e-01 -3.4488879e-02 -4.6918246e-01  4.9586434e-02
   6.1417645e-01 -4.5355830e-01 -2.0185497e+00  3.5807326e-02
   4.9888554e-01 -3.2711614e-02 -9.8869210e-01 -2.1322162e+00
   1.3896772e-03  9.3453743e-02  3.1326263e-04 -1.7774117e-01
  -6.1950836e+00 -1.0940220e+01 -3.6071742e+00  1.5001973e+00
   8.2329035e-01  1.2239761e+00]]",[-2.8247297]
43,"[[-5.5066776e-01 -4.4215053e-02 -4.7984692e-01  6.1403014e-02
   6.0301334e-01 -4.3506309e-01 -1.9826180e+00  4.1805878e-02
   5.0096589e-01 -3.4705203e-02 -9.0952462e-01 -2.1437759e+00
   1.3356068e-04  7.1551226e-02  5.3603458e-04 -1.8891820e-01
  -6.1910605e+00 -1.0977410e+01 -3.6236122e+00  1.4792535e+00
   8.1639272e-01  1.2147921e+00]]",[-2.821373]
44,"[[-5.6348258e-01 -3.6870100e-02 -4.8376393e-01  6.1435044e-02
   5.9893286e-01 -4.6576115e-01 -1.9917282e+00  2.3563322e-02
   4.9840638e-01 -4.5216843e-02 -9.7495592e-01 -2.2259252e+00
   1.2278203e-03  8.0917820e-02 -5.4545444e-04 -2.0123196e-01
  -6.1785831e+00 -1.0955488e+01 -3.6272399e+00  1.4638554e+00
   8.0957210e-01  1.2205191e+00]]",[-2.8164992]
45,"[[-5.2723885e-01 -2.3226583e-02 -4.6748278e-01  8.3498865e-02
   5.8071291e-01 -4.1421747e-01 -1.9838810e+00  5.4023754e-02
   4.8734996e-01 -3.0307662e-02 -9.7831428e-01 -2.2148461e+00
   5.6844193e-04  8.2262047e-02  1.0127157e-03 -1.9075459e-01
  -6.1906414e+00 -1.0987672e+01 -3.6136482e+00  1.4782097e+00
   8.2748413e-01  1.2143531e+00]]",[-2.7669575]
46,"[[-5.58014631e-01 -3.52945589e-02 -4.53870147e-01  7.14509487e-02
   5.85516453e-01 -4.13002700e-01 -1.97294188e+00  2.91503426e-02
   4.87308383e-01 -1.60805210e-02 -9.18464661e-01 -2.20896673e+00
   8.19470908e-04  1.00134425e-01 -7.79584516e-05 -1.86119363e-01
  -6.19914579e+00 -1.09974403e+01 -3.61121297e+00  1.46697116e+00
   8.28708053e-01  1.22519934e+00]]",[-2.7882998]
47,"[[-5.7861477e-01 -5.3090278e-02 -4.9275681e-01  6.5350592e-02
   5.9981692e-01 -4.3050539e-01 -2.0216770e+00  4.2084105e-02
   4.9226525e-01 -3.4050521e-02 -9.1836488e-01 -2.2396593e+00
   4.5724405e-04  8.6158767e-02  2.6392480e-04 -2.0149355e-01
  -6.1945133e+00 -1.0927149e+01 -3.6236575e+00  1.4502165e+00
   8.2245076e-01  1.2527173e+00]]",[-2.7721438]
48,"[[-5.5383509e-01 -3.1293273e-02 -4.6814838e-01  7.2049104e-02
   6.0005665e-01 -4.1508847e-01 -1.9583434e+00  4.6550568e-02
   5.0466901e-01 -3.4131501e-02 -9.2534775e-01 -2.2055433e+00
   1.9031937e-03  8.0125511e-02  5.2978419e-04 -2.0022267e-01
  -6.1987839e+00 -1.0974862e+01 -3.6255023e+00  1.4580793e+00
   8.1425726e-01  1.2577125e+00]]",[-2.7827928]
49,"[[-5.5249196e-01 -5.1106900e-02 -4.6546891e-01  5.5688743e-02
   5.7214648e-01 -4.1508263e-01 -1.9484602e+00  5.1119469e-02
   4.7706676e-01 -2.8328773e-02 -8.9701486e-01 -2.2142069e+00
   1.4901155e-03  7.4157692e-02  1.8687110e-03 -1.9038592e-01
  -6.1824579e+00 -1.1001093e+01 -3.5904622e+00  1.4470290e+00
   8.2422614e-01  1.2621551e+00]]",[-2.7511125]
50,"[[-5.6909567e-01 -2.6772676e-02 -4.7467446e-01  6.8592139e-02
   5.8553845e-01 -4.3964332e-01 -1.9642030e+00  3.9360952e-02
   4.9370587e-01 -5.4694559e-02 -9.3328172e-01 -2.2506485e+00
   1.5516486e-03  7.5469747e-02  1.4228951e-03 -2.1079637e-01
  -6.1794357e+00 -1.0995140e+01 -3.5972874e+00  1.4171807e+00
   8.3387011e-01  1.2590501e+00]]",[-2.7192209]
51,"[[-5.6909567e-01 -2.6772676e-02 -4.7467446e-01  6.8592139e-02
   5.8553845e-01 -4.3964332e-01 -1.9642030e+00  3.9360952e-02
   4.9370587e-01 -5.4694559e-02 -9.3328172e-01 -2.2506485e+00
   1.5516486e-03  7.5469747e-02  1.4228951e-03 -2.1079637e-01
  -6.1794357e+00 -1.0995140e+01 -3.5972874e+00  1.4171807e+00
   8.3387011e-01  1.2590501e+00]]",[-2.7192209]
